"DESCRIPTION","name"
"전격적인 공개매수(tender offer)를 통하여 다른 기업을 매수하는 것을 의미하는 M&A용어. 1960년대 미국에서는 주로 주말에 공개매수를 공표하고 매수기간을 짧게 정함으로써 매수대상기업에게 방어할 시간적 여유를 주지 않고 주주들에게도 매도여부를 검토할 충분한 시간을 허용하지 않는 방법이 유행하였다. 1986년에 제정된 Williams Act는 이러한 공개매수를 금지하기 위한 여러 가지 규정을 두어 주식의 5% 이상을 직 간접적으로 소유하는 경우 이를 신고토록 함으로써 이러한 잠행공개매수(creeping tender)가 사라지게 되었다.","Saturday night special"
"만기가 1년 미만인 미국의 단기 재경부증권으로서 할인발행되며 액면가는 1만 달러에서 1백만 달러까지이다. 만기가 91일인 것과 182일인 것은 매주 발행되며, 만기가 364일인 것은 4주마다 발행된다. T-Bill은 단기금융시장의 여타 투자대상보다 수익률은 다소 낮지만 리스크가 거의 없고 상환기간도 세분화되어 있기 때문에 안정성과 유동성이 상대적으로 높으며 매매가 매우 용이하기 때문에 T-Bill의 수익률추이는 단기금융시장의 이자율변화를 잘 나타내준다. T-Bill은 원래 미 재경부증권을 지칭하였으나 현재는 미국의 국채만이 아닌 모든 단기재정증권을 의미하는 포괄적인 개념으로 이용되고 있다. T-Bill은 Fed-wire를 통해 청산 결제가 이루어지며 완전무권화되어 있다.","T-BILL"
"만기가 10년 이상인 미국의 장기 재경부증권으로서 1,000달러 단위로 발행되고 6개월마다 이자가 지급된다. T-Bill이 할인발행방식인데 반해, T-Bond는 확정이자를 지급하는 이자부발행방식을 채택하고 있으며, 이자소득은 소득세가 면제된다. T-Bill과 같이 연방준비시스템(Federal Reserve System)을 통해 경매과정을 거쳐 매각되지만 정기적으로 발행되지는 않는다.","T-BOND"
"만기가 1년 이상 10년 이하인 미국의 중기 재경부증권으로서 정기적으로 발행되지 않으며 액면가는 1,000달러에서 1백만 달러까지이나 예외적으로 1백만 달러를 초과할 수도 있다. T-note는 T-bond와 마찬가지로 액면가 또는 이에 근시한 가격으로 발행되어 일정기간마다 확정이자를 지급하는 이자부발행방식을 택하고 있다.","T-NOTE"
"T2S는 범유럽 증권시장에서의 단일의 증권 및 대금결제시스템의 창설을 목표로, 현재의 범유럽 실시간 거액대금 결제시스템인 Target 2를 증권부문까지 확대시킨다는 구상. 이를 위해 T2S는 유럽지역 내의 모든 증권거래에 대한 결제를 위해 T2S플랫폼 내에 모든 증권 및 대금계좌를 가지게 한다는 계획. 2006년 프로젝트가 시작되어 2015년 가동될 예정이며, 유럽중앙은행 및 17개국 중앙예탁기관에 의해 구축, 소유, 운영될 것임","T2S(TARGET2-Securities)"
"TAKASBANK는 이스탄불증권거래소(ISE)와 터어키 유가증권코드부여기관(NNA)에 의해 설립된 터어키 중앙예탁기관이다. TAKASBANK는 ISE와 ISE회원 105개사(은행 및 중개기관)가 공동소유하는 투자은행이다. 그러나 ISE를 제외한 어떠한 회원도 단독으로 TAKASBANK의 지분을 5% 초과하여 보유할 수 없다. 주요업무로는 유가증권의 예탁·결제·보관이외에 국내기관투자가에게 유가증권대차업무를 제공하며 해외기관투자가에게는 현지보관과 결제업무를 제공하고 있다. TAKASBANK는 은행업과 은행관련업무를 영위하고 있어 터어키 중앙은행과 은행연합회 및 재무성의 감독과 규제를 받는다. ISE 및 ISE회원, 현지보관기관, 국제보관기관, 외국중앙예탁기관, 국제결제기구, 외국기관투자가, 발행회사 등이 TAKASBANK의 이용자이며 모든 ISE회원과 보관기관들은 TAKASBANK에 실물증권을 의무적으로 예탁하고 있다.","TAKASBANK"
"기명주식의 부동화와 등록절차(명의개서절차)의 간소화를 목적으로 1979년 시작되어 1996년 CREST가 도입되기 전까지 영국 런던증권거래소가 운영했던 집중결제시스템. 당시 영국회사법상 기명주식의 양도에는 양도증서 및 양수자에게 신주의 발행 교부가 요구되고 있어 엄청난 사무처리량을 수반하여 왔는데 TALISMAM을 통해 이를 경감할 수가 있었다. 그러나 동 결제시스템의 도입으로 증권매매거래에 따른 결제사무가 현저히 합리화되었으나 동 시스템 역시 여전히 실물주권의 수수를 수반하는 제도였기 때문에 향후 급증하는 매매거래에 따른 결제사무의 처리를 위해 새로운 시스템의 개발이 요청되어 런던증권거래소를 중심으로 TAURUS 시스템의 개발에 착수하게 되었으며, TAURUS 시스템이 개발과정상의 문제점 등으로 중도 하차하게 되자 1996년 CREST 개발을 완료하여 CREST로 이관하게 되었다. → CREST","TALISMAN"
"TARGET시스템은 상호연계시스템을 통하여 유럽통화동맹(EMU : European Monetary Unit) 회원국의 실시간총액결제시스템과 유럽중앙은행(ECB : European Central Bank)의 지급결제시스템을 연결하여 단일통화인 유로(euro)화의 지급결제를 처리하는 시스템이다. 동 시스템은 1999년 1월 유로화의 등장으로 유럽에서 단일통화정책이 시행됨에 따라 유럽통화기구(EMI : European Monetary Institute)가 EU 지급결제제도의 발전과 국가간 지급결제의 효율성을 제고할 목적으로 구축되었다. 이러한 목적으로 구축된 TARGET은 화폐시장 및 정부간 부채거래의 결제뿐만 아니라 증권거래의 결제업무를 수행한다. TARGET은 ①참가국 중앙은행의 실시간총액결제시스템 ②유럽중앙은행의 실질적 운영·관리·감독기구인 유럽중앙은행 ③EU지역내의 실시간 결제처리를 위한 통신네트워크인 Interlinking시스템으로 구성된다. 운영절차를 살펴보면 TARGET시스템에서의 국가간 지급지시 데이터는 참가국 중앙은행의 실시간총액결제시스템을 통하여 직접 처리되고 추후 유럽중앙은행의 참가국 중앙은행계정을 통하여 최종결제되는 방식으로 운영된다.","TARGET"
"증권에 대한 권리의 이전을 통하여 특정 형태의 실물증권과 양도증서 등이 불필요한 불발행시스템으로서 TALISMAN을 대체하기 위해 런던증권거래소에 의해 개발되어온 전자계좌시스템의 도입계획을 말한다. TAURUS의 주 내용은 거래뿐만 아니라 증권에 대한 권리자체를 TAURUS의 전자기록에 의하여 관리 및 유지하며, 회원 및 보관기관 등에 개방되어 있는 TAURUS계좌를 통하여 네트웍을 구성하는 데에 있었다. 런던증권거래소와 거래소회원인 상업은행들은 동 계획 이행을 위해 지난 1980년대 초부터 약 4억 5천만 파운드에 달하는 경비를 투자해 왔으나, 런던증권거래소는 1993년 3월 11일 운영상의 문제로 TAURUS 도입계획 및 일련 시스템 평가작업을 전면 중지한다고 발표하였으며 영란은행에게 새로운 결제시스템을 도입하도록 협조를 요청하였다. → CREST","TAURUS(Transfer and Automated Registration of Uncertificated Stock)"
"스위스의 350여개 은행이 공동출자하여 만든 정보처리기관으로 금융정보를 제공하고 증권거래시스템과 외환거래시스템의 운영을 담당하고 있다. 각 참여은행에 대해 증권정보가 수록된 일간 정보지를 발행하고 있으며 스위스 중앙은행(SNB)의 은행간 지급결제시스템(SIC)의 운영주체로 활동하고 있다.","TELEKURS"
"1992년 SIB로부터 service company로 인가를 받았고 1995년 8월 공인투자거래소(RIEs)로 되었으며, 주요 영국 주식 800여 종목을 거래하고 있는 장외거래전산시스템으로서 영국 제2의 증권거래소를 목표로 하고 있다. TRADEPOINT는 시장조성자(market maker)체제를 취하고 있는 런던증권거래소(LSE)와는 달리 주문주도형 거래소이며 유동성이 낮은 종목에는 접속매매가 아닌 집단경쟁매매(call auction)방식으로 처리한다. 거래장소는 설치되어 있지 않고 전자거래 단말에 의한 완전자동거래소로서 회원조직형태는 취하지 않으나 SIB의 인가를 받아 종래의 거래소와 동등한 거래규칙이나 거래감시체제를 두고 있다. 시스템적으로는 뱅쿠버 증권거래소의 자동거래시스템인 VCT를 개량한 것으로 거래단말 화면상으로 투자자의 호가집계정보뿐만 아니라 런던증권거래소의 SEAQ의 호가정표시하여 거래의 편의를 도모하고 있다.","TRADEPOINT"
"1989년 1월 ISMA(International Securities Market Associations)가 가동한 전산매매대조를 위한 실시간 온라인 매매확인 및 보고시스템이다. 동 시스템은 365일 24시간 동안 가동되고 290여개 기관이 동 시스템에 참가하고 있다. TRAX시스템은 파생상품, 주식, 전환증권 및 FRNs, 국제 Warrants, 주요 시장의 국내증권(국채 포함) 등에 관한 광범위한 매매대조 및 보고서비스를 제공할 뿐만 아니라 환매서비스도 제공하며, 국제예탁결제기관인 CEDEL Bank의 전산시스템인 Cedcom 2000 및 Euroclear의 전산시스템인 Euclid 90과도 연계하고 있다.","TRAX"
"금융업무에서 이용되는 통신메시지를 표준화하기 위한 통합적 메시지 체계로 ISO가 2004년에 제정한 국제규격","UNIFI(UNIversal Financial Industry message scheme)"
"파생금융상품 거래에서는 금리, 환율 등이 예상과는 반대방향으로 움직이는 경우 예상치 못한 손실이 발생할 수가 있다. 손익이 어느 정도까지 확대될 것인가를 과거의 통계자료를 근거로 산출해서 일어날 수 있는 가능성이 있는 최대 손실액을 리스크량으로 측정하는 기법을 VAR이라고 한다. 미국의 대형은행들은 이 기법을 이용하여 리스크를 관리한다. VAR을 측정하기 위해서 먼저 통계자료에 근거해서 금리, 환율 등의 시세, 변동성, 거래기간 등을 변화시켜 파생금융상품으로 인한 연간 손익변동율을 계산한다. 이 변동율을 보유기간의 변동율로 환산하고 표준편차로 변환시켜 거래액과 곱한다. 이렇게 해서 일정확률 범위내(통상 95% 이상)에서 발생하는 최대 손실액을 측정하는 방법이 일반적이다. 이 기법을 도입하면 지금까지 경험에 근거하여 산출했던 리스크를 객관적으로 수치화 하는 것이 가능하다. 또 금리, 환율, 채권 등 다양한 시장에서 발생하는 리스크를 공통의 척도로 계산할 수 있기 때문에 금융기관은 금리, 환율, 채권 등 여러 부문에 걸쳐 발생하는 리스크를 일괄 관리할 수 있는 이점이 있다. 더욱이 자기자본이나 당기순익을 VAR과 비교함으로써 효율적으로 자원을 배분할 수 있다. 다만 VAR 기법을 도입하기 위해서는 거액의 시스템 투자와 리스크 관리에 관한 노하우가 필요하다.","VAR(Value at risk)"
"덴마크의 증권중앙예탁기관(Vaerdipapircentralen). 1980년 5월 덴마크의 『Securities Centre Act』에 근거하여 설립된 비영리 기관으로 덴마크 증권시장에서의 증권예탁(등록)업무를 수행하고 있다. 덴마크증권시장은 VP를 주축으로 증권실물의 불발행을 추진하여 1983년에 채권을 대상으로, 1988년에 주식을 대상으로 실물이 발행되지 않고 VP에 등록된 상태에서 증권의 예탁, 계좌대체, 권리행사 등을 수행하고 있으며, VP는 또한 덴마크 대금지급시스템과의 연계를 통해 증권 및 대금의 결제업무를 수행하고 있다. 이에 따라 VP는 장내외에서 이루어지는 모든 증권거래의 결제기관일 뿐만 아니라, 증권등록기관, 명의개서대리인의 역할을 동시에 수행하는 통합시스템(unified system)을 구축하고 있다. 스웨덴의 VPC, 노르웨이의 VPC도 모두 덴마크의 VP시스템을 도입한 것이다.","VP"
"스웨덴의 증권중앙예탁기관(Vardepapperscentralen AB). 1981년에 매매거래의 집중관리를 위한 목적으로 설립되었으며 지분의 50%는 정부가, 나머지는 스웨덴의 은행과 증권회사가 보유하고 있다. VPC는 VP시스템을 통해 일부 채권을 포함한 거래소 거래주식의 청산, 결제 및 계좌대체 뿐만 아니라 대금결제업무도 수행하고 있다. 1990년 이후 스웨덴의 주식거래는 VPC를 통해 계좌대체 형태로만 처리되고 있다.","VPC"
"노르웨이의 증권중앙예탁기관(Verdipapirsentralen). 1985년 6월에 설립되었으며 브로커, 일반은행, 상장회사 및 시장간접참가자(기관투자가) 등이 회원기관이 되고 있다. 증권등록기관에 관한 법(NO. 62)에 의거 노르웨이 거래소시장의 주식 및 채권은 VPS의 계좌대체방식에 의하도록 규정되어 있어 VPS에 의한 증권의 예탁, 계좌대체 뿐 아니라 계좌정보의 관리, 주주등록부 관리 및 노르웨이 중앙은행을 통한 브로커간 대금결제가 이루어지고 있다.","VPS"
"적대적인 매수의 대상이 된 기업이 적절한 방어수단이 없을 경우 우호적인 제3의 매수희망기업을 찾아서 매수결정에 필요한 정보 등 편의를 제공해주고 매수를 권유하는 경우, 이러한 우호적인 매수측을 white knight라 한다.","WHITE KNIGHT"
"미국에서 1968년에 제정한 연방법으로 공개매수를 규제하기 위해 그 요건을 규정한 법을 뜻한다. 1960년대에 많은 기업인수가 공표되지 않은채 이루어짐으로써 경영자들이 인지하지 못하게 되고 주주들에게 충분한 의사결정시간을 주지 못했다는 비판에 따라 제정되었다. 이 법과 그 후의 개정내용이 미국의 증권거래법(Securities Exchange Act of 1934)의 13(d)와 14(d)를 구성하고 있다. 이 법에 따라 공개매수를 시작하는 매수기업은 SEC와 매수대상기업에게 공개매수조건, 매수기업의 주식보유상황, 자금의 원천, 그리고 매수후의 계획 등을 상세히 설명하는 신고서를 제출해야 한다. 다른 기업의 주식을 5% 이상 취득한 개인이나 회사도 그로부터 10일 이내에 위와 동일한 내용의 정보를 제공해야 한다. 이 법은 또 공개매수 기간을 최소 20일로 할 것과 매수청약에 응한 주주들이 15일 이내에는 그들의 결정을 번복(취소)할 수 있도록 규정하고 있다. 일정 수의 주식만을 매수할 때는 청약주주들로부터 안분비례의 원칙에 따라 매입해야 한다.","WILLIAMS ACT"
"1995년 인터넷상에서 처음으로 주식청약 모집을 한 미국의 맥주회사 Spring Street Brewing사가 자회사 형식으로 설립한 전자증권시장이다. 주로 벤처기업을 중심으로 가상공간에서 상장시키고 거래를 할 수 있도록 하고 있으며 대상증권을 채권, 뮤추얼펀드 등으로 확대하고 있다.","WIT CAPITAL"
"배당락(ex-dividend)상태에서 거래되는 주식을 표시하기 위해 이용되는 기호. 채권거래에서는 이자락 상태를 나타내는 의미로 사용된다.","X(XD)"
"X-비효율성(X-inefficiency) X-비효율성이란 기업이 경영합리화를 달성하지 못하여 평균비용곡선보다 높은 비용으로 생산하는 비효율을 말한다. 이러한 X-비효율성은 독점으로 인하여 더 증가될 수도 있다. 어떤 기업이 독점적 지위를 누리는 경우 경쟁이 없게 되므로 소비자의 니즈(needs)를 무시하거나 비용절감을 위하여 크게 노력하지 않는 등의 방만한 경영으로 사회적 손실 즉 수요자 또는 이용자 및 다른 생산자들의 선택의 자유를 제한하는 사회적 손실을 증대시킨다.","X-inefficiency"
"XML은 일반적으로 확장가능한 마크업 언어라고 번역되며 WWW에서 이용되는 기술의 표준화 단체인 W3C(World Wide Web Consortium)가 1998년 공개한 데이터 기술언어임","XML(eXtensible Markup Language)"
"권리락(ex-right)상태에서 거래되는 주식을 표시하기 위해 이용되는 기호.","XR"
"신주인수권증서가 없는 상태(ex-warrant)에서 거래되는 증권을 표시할 때 이용되는 기호.","XW"
"후선업무 또는 후선지원부문이라고 한다. 증권시장 전체구조의 관점에서는 유가증권의 매매거래 이후 처리과정(post-trade processing) 즉, 매매거래의 청산 결제 및 보관유가증권의 관리를 담당하는 기관(예를 들면 중앙예탁기관) 또는 그 기관이 수행하는 업무를 의미하고 있다. 처리업무의 중요도에 비해 증권시장에서의 인식이 부족했던 동 업무는 1987년의 Black Monday 이후 시장의 건전성 및 효율성 측면에서 핵심적인 부분의 하나로 재평가됨으로써 각 국은 상기 후선업무의 구조개선을 위해 국가적인 관심을 기울이고 있다. 증권회사의 업무처리에 있어서는 직접적으로 거래에 관여하지 않고 회계처리, 규정검토, 커뮤니케이션 등 기타 관리를 담당하는 부문을 가리키고 있다.","back office"
"상호동시거래(相互同時去來, back-to-back transaction) 상호동시거래란 동일 결제일에 동일 유가증권의 매도와 매수를 수반하는 셋 이상의 상대방과 이루어지는 증권거래이다. 가장 간단한 상호동시거래는 거래 일방 당사자가 상대방에게 증권을 매수하고 다시 제3자에게 증권을 매도하는 형태이다.","back-to-back transaction"
"정상적인 시장에서는 선물(futures)의 만기일까지 보관에 따른 제 비용(보관비용, 보험비용, 이자비용 등)으로 인해 선물가격이 현물가격보다 높게 형성되는 것이 보통이다. 그러나 수급상의 문제로 인해 현물가격이 선물가격보다 높은 비정상적인 시장은 역조시장(inverted market)이라 하며 이 경우 현물과 선물가격의 차이를 backwardation이라 한다. backwardation 현상은 수요와 공급이 균형을 회복해 normal market으로 진행되면 소멸되어 진다. 한편 런던증권거래소에서 공매(short selling)증권의 인도지체시 부과되는 수수료 및 이자를 의미하기도 한다.","backwardation"
"유효인도(good delivery)에 상대되는 의미로서 증권인도시 인도증권의 적격성 등 적절한 조건이 충족되지 않음으로 해서 증권매수측에게 인도의 완료성(finality of delivery)을 보장할 수 없는 경우를 말한다.","bad delivery"
"일반적으로 상품의 개발, 마켓팅, 판매 등에서 은행과 보험회사가 다양하게 협력관계를 구축하는 것으로 영국, 프랑스, 독일, 등 유럽 금융시장에서 정착·발전했다. 국내에서 은행과 보험회사가 제휴하거나 업무영역을 허무는‘방카슈랑스’사례로는 최근 국민은행과 동양화재가 제휴하여 선보인 바 있다.","bancassurance"
"공개매수전략의 하나로서 매수자가 최고의 매수가격 및 조건과 함께 사전통보없이 대상기업의 이사회에 신속한 의사결정을 요구하는 방식이다. 이 경우 대상기업의 이사들은 매수조건을 감안한 주주들의 저항을 예상하여 반대입장을 취하기 어렵게 된다.","bear hug"
"대량의 주식을 공매도(short sale)함으로써 주가를 조작하려는 시도를 말한다. 대상기업에 대한 불리한 루머를 동반하는 것이 일반적이며 투자자로 하여금 소유주식을 낮은 가격에 매도하도록 유도함으로써 시초가(initial price)와 이후의 낮은 가격간의 차익을 획득하려는 의도하에 이루어진다. 미국 SEC규정 및 1934년 증권거래법(Securities Exchange Act)에서 주가조작을 목적으로 하는 bear raid가 금지되고 있으며 모든 공매도는 uptick(직전 가격보다 높은 가격으로 매매)이나 zero plus tick(직전 거래가격과는 같으나 그 이전가격보다는 높은 가격으로 매매) 원칙에 의하도록 하고있다.","bear raid"
"1987년 10월 19일 뉴욕증권거래소의 주가폭락으로 인해 전세계적으로 증시의 폭락이 발생한 현상을 의미한다. 당일에 다우존스 산업평균지수(Dow Jones Industrial Average : DJIA)가 508포인트나 하락함으로써 22.6%의 가치하락을 나타내었는데, 1929년 10월 28일 대공황 당시의 주가하락률이 12.8%이었던 것을 볼때 이날의 주가폭락의 정도를 실감할 수 있다. 이러한 폭락사태의 원인에 대해서는 무역적자, 재정적자, 경제환경의 변화 등이 제기되었다. Brady 보고서와 SEC 보고서에서는 선물시장을 이용한 매매전략이 주가하락을 가속화시켰으며, 주식현물시장과 지수선물 및 옵션시장이 별개의 시장이 아니라 상호연계된 하나의 시장으로서 기능하고 있음을 주장하면서 금융리스크(financial risk)를 감소시키기 위해 시장 전반에 걸친 결제(clearing) 및 신용(credit)메카니즘을 통합, 강화시킬 필요가 있다고 제안하였다. 또한 시장의 정보관리시스템 기능을 강화시킴으로써 매매거래에 대한 실시간(real-time) 모니터링이 가능하도록 할 것도 강조하였다. 미국에서는 이러한 주가 대폭락 사태를 계기로 폭락 재발방지를 위한 여러가지 규제방안이 논의되었으며 주가급락시 매매차단 및 가격제한폭 설정을 주요 골자로 하는 circuit breaker제도가 도입되었다. Black Monday는 시장붕괴라는 의미에서 Crash라고도 한다.","black monday"
"고용인의 부정행위로 인한 손실을 보상하는 보험계약이다. 미국 SEC규정에 의거, 증권회사는 유가증권 분실, 위조, 부정거래로 인한 우발손실에 대비하여 순자본금 규모에 대한 일정 비율로써 보상수단을 갖추도록 요구된다. 줄여서 Blanket Bond라고도 한다.","blanket fidelity bond"
"미국에서 기명채권의 소유권 이전시 법적으로 첨부되는 양도증서를 뜻하며 분리양도증서(assignment separate form certificate)라고도 한다. 채권배면의 양도양식(assignment form)과 동일한 기능을 수행하나 채권과 분리된 형태이므로 안전한 장점이 있으며, 특히 여러 매의 채권에 대해 1매의 bond power로도 배서가 가능하기 때문에 편리하게 사용된다(NYSE Rule 제195조 참조)","bond power"
"실물증권이 발행되지 않고 장부상 기재형태로만 관리되는 방식으로 미국의 재경부증권(treasury securities)이 대표적인 형태이다. 재경부증권은 실물증서가 발행되지 않고 뉴욕연방준비은행(New York Federal Reserve Bank)이 관리하는 증권계좌에의 등록방식(book-entry)으로 존재하며 증권의 매매거래에 따른 결제 등 권리이전과 권리행사는 모두 동 증권계좌상의 장부기입 및 장부상 계좌대체에 의해 처리된다. 이 때 결제지시나 권리행사와 관련된 통신은 뉴욕연방준비은행의 Fed-wire를 통해 이루어진다.","book entry only"
"자금차입자(매도자)가 보유중인 특정증권을 자금대여자(매수자)에게 현물(spot)로 매각하고 동시에 선물(forward)로 동일증권의 재매입권을 갖는 repo거래의 일종이다. Buy/Sell-back의 주요 특징은 다음과 같다. ①일반적인 repo거래와는 달리, Buy/Sell-back 거래시 수반되는 두가지 거래(시초 및 만기거래)가 동시에 이루어지지만 서로 다른 거래로 간주된다. ②매도증권에 발생한 이자소득은 매수자에게 귀속한다. ③일일정산절차가 없으며 중도환매와 담보물 대체가 불가능하다. ④담보가치가 크게 변동할 경우 거래당사자간의 합의로 거래조정이 가능하다.","buy/sell-back"
"DBC가 증권예탁결제업무의 안전성과 신속성 그리고 효율성을 제고하기 위한 세부적인 여러 가지의 사업계획을 수립하였는데 이를 현실화하려는 일련의 조치를 CARGO PROJECT라고 한다. 이에 속하는 것으로는 양도제한부기명주권을 대체혼장예탁제도로 수용하기 위해, 1997년 이후 동주권의 회사에 대한 주주권행사를 위해 요구되는 주주명부에의 명의개서는 예탁고객의 은행과 DBC 그리고 발행회사간의 전자적 정보교환장치를 통해서 결제기술상으로는 무기명주식과 유사한 방법으로 이루어지게 했다. CARGO PROJECT에 의해 양도제한부기명주권의 대체혼장예탁제도 적격유가증권으로의 편입은 경비절감의 효과는 물론이고 나아가 독일 증권시장의 유인력을 제고시키는 계기가 되었다.","cargo project"
"기업과 개인을 포함하여 경제주체간의 거래 및 결제에 어음, 수표나 신용카드 등을 이용함으로써 현금의 사용이 필요없는 사회를 의미한다. Cashless Society의 배경으로는 전산망, 데이터통신 등의 발달을 들 수 있는데, 향후에는 수표도 이용되지 않는 ""Checkless Society""로의 진전이 예상되고 있다.","cashless society"
"두 거래상대방간에 거래의 세부내역을 조회(대조)하는 절차로서 comparison 또는 matching과 동일한 의미로 사용된다.","checking"
"금융거래에 있어서 컴퓨터 및 정보통신의 발달로 현금이 이용되지 않고 어음이나 수표 등이 거래주체간에 이용되는 경우를 ""cashless society""라고 하며, 이러한 현상이 더욱 진전되어 수표 등도 이용되지 않는 실질적인 현금증서없는 사회(certificateless society)를 ""checkless society""라고 한다.","checkless society"
"매매중지장치. 미국의 증권시장에서 급격한 시가폭락을 방지하기 위해 도입된 제도로서 공신력의 붕괴를 방지하며 일정한 매매정지시간을 둠으로써 투자자에게 일정시간 동안 안정기회를 주기 위한 목적에서 도입되었다. 즉, 동 제도는 시장의 변동상황이 위험하다고 판단되는 경우 취해지는 조치로서 1987년 주가폭락사태인 Black Monday 이후 도입되었다. 1988년 5월 White House Working Group의 제안서에서 도입문제가 제기되었으나 실제로는 1989년 10월 Mini Crash 이후 주식 및 주식파생상품위원회에 의해 도입이 공식 권고되어 현재 뉴욕증권거래소(NYSE), 시카고상업거래소(CME) 등에서 시행되고 있다. 우리나라 주식시장의 경우에는 종합주가지수의 수치가 직전 매매거래일의 최종수치보다 10% 이상 하락하여 1분간 지속되는 경우에는 20분간 매매를 중단하도록 규정되어 있다.(증권거래소 업무규정 제25조)","circuit breakers"
"일반적인 신용이나 자산 담보가 아닌 일정한 수익이 예상되는 미래의 상품판매 가치에 의존하는 현금흐름 담보부 금융기법. 이는 기업의 미래 경영실적이 양호할 것으로 평가돼야 가능한 방식으로 해외차입에 어려움을 겪는 국내 다른 기업들이 참조 가능하다. 우리나라의 경우 삼성물산은 독일 현지법인이 구미의 기업과 연간 6억달러에 이르는 비철금속 영업에서 예상되는 미래의 수입을 담보로 자금차입(차입금리 : Libo + 3.5%)을 성사한 바가 있다.","commodity financing"
"repo 또는 유가증권 대차거래시 발생가능한 위험을 제거하기 위해 담보증권 및 차입자 등에 제한을 두는 것을 의미한다. ①repo 및 유가증권 대차거래시 제공되는 담보증권이 특정증권에 편중되는 경우 거래관련위험이 증대하게 되므로 이를 방지하기 위한 담보증권의 집중제한을 의미 ②repo 및 유가증권 대차거래시 자금 및 증권차입자의 신용도 등에 따라 자금 및 증권차입자가 차입할 수 있는 한도.","concentration limit"
"고객에 대한 매매확인, 매매대조(조회)시스템에서 브로커(시장직접참가자)가 매매거래의 세부내역을 그의 고객(예 : 기관투자가)에게 통보하여 확인하는 절차를 말한다. 수령한 매매거래내역이 각 고객의 보유기록과 일치하는 경우에 별도의 의사표시가 없는 한 당해 거래는 승인(affirmation)된 것으로 간주되는 것이 보통이다.","confirmation"
"기업집단의 새로운 경향의 하나로서 최근 미국에서 급격히 증가하고 있는 것이 복합기업 또는 다시장기업이라고 불리우는 컨글로머리트(conglomerate)이다. 이는 하나의 기업이 업종적으로 전혀 관계없는 다른 회사를 합병함으로써 많은 종류의 제품에 의한 다각경영을 영위하려는 다각적 결합(conglomerate combination)의 한 형태라고 할 수 있다. 미국에서는 1950년에 독점금지법, 즉 클레이톤법(Clayton Act) 제7조가 개정됨으로써 기업의 수평적 합병(경쟁기업간의 합병) 및 수직적 합병(어떤 기업이 원료공급회사나 판매회사를 합병하는 경우)이 어렵게 되었다. 이에 따라 기업들은 이종기업간의 합병으로 방향을 돌리게 됨으로써 새로운 형태의 합병방법으로서 다각화 합병(conglomerate merger)에 의한 이른바 컨글로머리트가 등장하게 되었다고 한다","conglomerate"
"국가신인도(國家信認度, country risk, sovereign risk) 국가신인도란 원래 국가위험을 말하는 것으로 투자대상국의 정치·경제·법령상의 문제로 일어날 수 있는 투자원리금의 상환불능 또는 상환연기의 위험을 의미한다. 국가위험에는 전쟁·내란·폭동 등 정치적 변화나, 경제성장이나 국제수지 악화로 지급불능사태가 발생할 위험 등이 고려된다. 국가위험은 해당 국가의 기업과 은행 신용도를 매기는 척도가 된다. 무디스와 스탠더드 앤드 푸어스(Ｓ&Ｐ)가 장기외화채무에 대해 평가한 국가별 신용등급(1997년 12월 1일 기준)을 보면 선진국인 미국, 독일, 스위스는 모두 ＡＡＡ와 Ａaa로 최고수준이다. 금융기관 부실채권이 많은 일본은 Ｓ&Ｐ에서 최고수준보다 한단계 아래인 ＡＡ로 평가받고 있다.","country risk, sovereign risk"
"채권의 금리는 확정금리가 일반적인데, 채권에 있어서의 이 확정금리를 쿠폰레이트라고 한다. 채권에 있어서 쿠폰의 지급은 통상 연 1회 또는 2회이며, 채권의 쿠폰금리는 채권의 만기시까지 고정되어 있다. 한편 쿠폰은 만기시에 원금상환을 약속하는 증서인 채권에 첨부되는 증서로서 별도로 양도가 가능하고 매이자 지급대상기간(통상 6개월∼1년)과 이자금액이 기재되어 있다. 쿠폰의 필수적 기재사항은 ① 차입자, ② 발행회사, ③ 액면가액, ④ 만기, ⑤ 이자지급기관명, ⑥ 쿠폰번호, ⑦ 채권번호 등이다.","coupon rate"
"제3자 발행 warrant. 발행기관이 보유하는 주식 등의 자산을 기초로 발행하는 warrant로서 기초자산에 대한 매입 또는 매각 권리를 투자자의 요구에 맞게 상품화한 증권이다. 기초자산을 구입·보유하고, 이를 기초로 warrant를 발행하므로 이론적으로 기초자산의 가격변동에 따를 위험을 커버할 수 있는 증권이다. covered warrant는 1980년에 스위스에서 처음으로 발행되었고, 1990년 미국에서 Nikkei 225지수 warrant가 연속적으로 발행되어 AMEX에 최초로 상장되었다. 초기에는 발행회사가 보유하는 다른 회사의 주식에 대하여 발행하였으나 점차 미보유자산에 대한 발행비중이 높아지고 있다. 현재 covered warrant의 발행국가는 미국, 영국, 프랑스, 독일 등 약 13개 국가에 이르며, 1991년 이후 발행량이 급증하고 있으나, 사모방식으로 발행되어 거래소시장에서 거래되지 않는 경우가 많다.","covered warrant"
